paper_name,image_path,polymer_name,segment_index,raw_smiles,cleaned_smiles,canonical_smiles,status
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_7_img_2_b.jpg,,1,C(#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCC#CCCCC#CC#CC#CC#CC#CC#CC#CC#CC#CCCC#C#CC#CCC,C(#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCC#CCCCC#CC#CC#CC#CC#CC#CC#CC#CC#CCCC#C#CC#CCC),,filtered
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_b.jpg,,1,CC1OC,CCOC,CCOC,fragment_cleaned
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_b.jpg,,2,CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC.CC.CC.CC.CCC.CC.CC.CC.,CCC.CCC,,chemical_filter_failed
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_b.jpg,,3,CC1CCC(C)C1,CC1CCC(C)C1,,chemical_filter_failed
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_a.jpg,,1,CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC.CC.CCC.CC.CC.CC.CCC.CC.CC.CC.CCC.CCC.CCC.CC,CCC.CCC.CCC.CCC.CCC.CCC,,chemical_filter_failed
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_a.jpg,,2,CC1CCC(C)C1,CC1CCC(C)C1,,chemical_filter_failed
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_1_a.jpg,,3,CC1CC1C,CC1CC1C,,chemical_filter_failed
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_2_b.jpg,,1,CCOC,CCOC,CCOC,fragment_cleaned
332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/332_Journal of Polymer Science Part A  Polymer Chemistry - 2012 - Nakanishi - Effect of branched alkyl chains attached at sp3/images_folder/page_8_img_2_b.jpg,,2,C1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_1_img_1_a.jpg,J12: m-ITTC PCE=8.74%,1,CCCCCCCCC(CCCCCC)CN1N=C2C(=C(C(=C(C3=CC=C(C4=CC5=C(C6=C(C=C(C)S6)C(=C5S4)[R19a])[R19a])S3)C2=N1)F)F)C7=CC=C(C)S7.[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],[C-]#[O+],,chemical_filter_failed
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_1_img_1_a.jpg,J12: m-ITTC PCE=8.74%,2,CC#[C],[C]#CC,,chemical_filter_failed
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_1_img_1_a.jpg,J12: m-ITTC PCE=8.74%,3,CCCCCCCCOC1=C(Cl)SC(=C1)C(C)C,CCCCCCCCOC1=C(Cl)SC(=C1)C(C)C,CCCCCCCCOc1cc(C(C)C)sc1Cl,ok
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_1_img_1_a.jpg,J12: m-ITTC PCE=8.74%,4,CCCCCCC1=C(Cl)SC(=C1)C(C)(C)C,CCCCCCC1=C(Cl)SC(=C1)C,CCCCCCc1cc(C)sc1Cl,ok
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_1_0.jpg,m-ITTC,1,CCCCCCC1=CC=CC(=C1)C2(C3=CC=CC(=C3)CCCCCC)C4=C(C=C5C(=C4)C6=C(C7=C(C=C(/C=C/8\C(=C(C#N)C#N)C9=CSC=C9C8=O)S7)S6)C5(C%10=CC(=CC=C%10)CCCCCC)C%11=CC=CC(=C%11)CCCCCC)C%12=C2C%13=C(C=C(/C=C/%14\C(=C(C#N)C#N)C%15=CSC=C%15C%14=O)S%13)S%12.CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3cc(/C=C4/C(=O)c5cscc5C4=C(C#N)C#N)sc23)c1,,chemical_filter_failed
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_1_0.jpg,m-ITTC,2,CCCCCCCCC1=C(Cl)SC(=C1)C2=C3C(=C(C4=CC(=C(Cl)S4)CCCCCCCC)C5=C2C=C(C)S5)C=C(C6=CC=C(C7=C(C(=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C79)F)F)S6)S3.I[I-]I.II.II.II.II.I,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3cc(CCCCCCCC)c(Cl)s3)c3cc(C)sc23)sc1Cl,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3cc(CCCCCCCC)c(Cl)s3)c3cc(C)sc23)sc1Cl,fragment_cleaned
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_1_0.jpg,m-ITTC,3,CCCCCCCCC(CCCCCC)CN1N=C2C(=C(C(=C(C3=CC=C(C4=CC5=C(C6=CC(=C(Cl)S6)OCCCCCCCC)C7=C(C=C(C(C)(C)C)S7)C(=C5S4)C8=CC(=C(Cl)S8)OCCCCCCCC)S3)C2=N1)F)F)C9=CC=C(C)S9.[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y],CCCCCCCCOc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3cc(OCCCCCCCC)c(Cl)s3)c3cc(C)sc23)sc1Cl,CCCCCCCCOc1cc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3cc(OCCCCCCCC)c(Cl)s3)c3cc(C)sc23)sc1Cl,fragment_cleaned
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-S,1,C1=CSC(=C1)C2=C3C(=C(C4=CC=CS4)C5=C2C=CS5)C=CS3.[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].FF.[F-].FF.FF.FF.FF.FF.FF.FF.FF.FF.FF.FF.FFF.FFF.FFF.FF.FFF.FFF.FFFF.FFF.FFF.FFFFF.FF.FFF.FFFF.FFF.FF.FF,c1csc(-c2c3ccsc3c(-c3cccs3)c3ccsc23)c1,c1csc(-c2c3ccsc3c(-c3cccs3)c3ccsc23)c1,fragment_cleaned
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-S,2,C1=C(C2=C3C(=C(C4=CC=C(S4)S[R19a])C5=C2C=CS5)C=CS3)SC(=C1)S[R19a],C1=C(C2=C3C(=C(C4=CC=C(S4)S[*a])C5=C2C=CS5)C=CS3)SC(=C1)S[*a],,invalid
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-DF,3,C1=CSC2=C1C(=C3C(=C2C4=C(C(=C([R19a])S4)F)F)C=CS3)C5=C(C(=C([R19a])S5)F)F,C1=CSC2=C1C(=C3C(=C2C4=C(C(=C([*a])S4)F)F)C=CS3)C5=C(C(=C([*a])S5)F)F,,invalid
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-Si,4,C1=C(C2=C3C(=C(C4=CC=C(S4)[Si]([R19a])([R19a])[R19a])C5=C2C=CS5)C=CS3)SC(=C1)[Si]([R19a])([R19a])[R19a],C1=C(C2=C3C(=C(C4=CC=C(S4)[Si]([*a])([*a])[*a])C5=C2C=CS5)C=CS3)SC(=C1)[Si]([*a])([*a])[*a],,invalid
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-2F,5,C1=CSC2=C1C(=C3C(=C2C4=CC(=C([R19a])S4)F)C=CS3)C5=CC(=C([R19a])S5)F,C1=CSC2=C1C(=C3C(=C2C4=CC(=C([*a])S4)F)C=CS3)C5=CC(=C([*a])S5)F,,invalid
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-&-Cl,6,C1=CSC2=C1C(=C3C(=C2C4=CC(=C(Cl)S4)[R19a])C=CS3)C5=CC(=C(Cl)S5)[R19a],C1=CSC2=C1C(=C3C(=C2C4=CC(=C(Cl)S4)[*a])C=CS3)C5=CC(=C(Cl)S5)[*a],,invalid
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_2_img_2_0.jpg,BDT-&-CI-OR,7,C1=CSC2=C1C(=C3C(=C2C4=CC(=C(Cl)S4)O[R19a])C=CS3)C5=CC(=C(Cl)S5)O[R19a].CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_3_img_1_0.jpg,Pd(PPha)4,1,C1=CSC=C1[GaH].CC,[GaH][c]1ccsc1,[GaH][c]1ccsc1,fragment_cleaned
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_3_img_1_0.jpg,Pd(PPha)4,2,C1=CSC(=C1O[GaH])Cl,C1=CSC(=C1O[GaH])Cl,Clc1sccc1[O][GaH],ok
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_3_img_1_0.jpg,Pd(PPha)4,3,C1=CSC(=C1[GaH2])Cl,C1=CSC(=C1[GaH])Cl,Clc1scc[c]1[GaH],ok
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_3_img_1_0.jpg,Pd(PPha)4,4,CCCCCCCCC1=C(Cl)SC(=C1)C2=C3C(=C(C4=CC(=C(Cl)S4)CCCCCCCC)C5=C2C=C(S5)[Sn](C)(C)C)C=C(S3)[Sn](C)(C)C.[Mg],CCCCCCCCc1cc(-c2c3c[c]([Sn]([CH3])([CH3])[CH3])sc3c(-c3cc(CCCCCCCC)c(Cl)s3)c3c[c]([Sn]([CH3])([CH3])[CH3])sc23)sc1Cl,CCCCCCCCc1cc(-c2c3c[c]([Sn]([CH3])([CH3])[CH3])sc3c(-c3cc(CCCCCCCC)c(Cl)s3)c3c[c]([Sn]([CH3])([CH3])[CH3])sc23)sc1Cl,fragment_cleaned
333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/333_a-simple-approach-to-prepare-chlorinated-polymer-donors-with-low-lying-homo-level-for-high-performance-polymer-solar/images_folder/page_3_img_1_0.jpg,Pd(PPh3)4,5,CCCCCCCCOC1=C(Cl)SC(=C1)C2=C3C(=C(C4=CC(=C(Cl)S4)OCCCCCCCC)C5=C2C=C(S5)[Sn](C)(C)C)C=C(S3)[Sn](C)(C)C.[Mg],CCCCCCCCOc1cc(-c2c3c[c]([Sn]([CH3])([CH3])[CH3])sc3c(-c3cc(OCCCCCCCC)c(Cl)s3)c3c[c]([Sn]([CH3])([CH3])[CH3])sc23)sc1Cl,CCCCCCCCOc1cc(-c2c3c[c]([Sn]([CH3])([CH3])[CH3])sc3c(-c3cc(OCCCCCCCC)c(Cl)s3)c3c[c]([Sn]([CH3])([CH3])[CH3])sc23)sc1Cl,fragment_cleaned
