paper_name,image_path,polymer_name,segment_index,raw_smiles,cleaned_smiles,canonical_smiles,status
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"DCC, DMAP, DCM",1,CCCCCCC(CCCC)CO,CCCCCCC(CO)CCCC,CCCCCCC(CO)CCCC,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"Pd(PPh3)4, Chlorobenzene",2,C[Sn](C)(C)C1=CC(=C(C2=C(C=C(S2)[Sn](C)(C)C)[Y]([H])=[Y]([H])[Y])S1)[Y],C[Sn](C)(C)C1=CC(=C(C2=C(C=C(S2)[Sn](C)(C)C)[Y]([H])=[Y]([H])[Y])S1)[Y],[CH3][Sn]([CH3])([CH3])[c]1c[c]([Y])c(-c2s[c]([Sn]([CH3])([CH3])[CH3])c[c]2[YH]=[YH][Y])s1,ok
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,Y=h; PDCTT2T,3,CCCCCCC(CCCC)COC(=O)C1=CC=C(C2=C(C3=CC(=C(C4=C(C=C(C)S4)[Y])S3)[Y])SC5=C2SC(=C5C6=CC=C(C(=O)OCC(CCCC)CCCCCC)S6)C(C)(C)C)S1.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCCC.[CH2-]CCCCC.[CH2-]CCCCC.[CH2-]CCCCC.[CH2-]CCCCC.[CH2-]CCCCC.[CH2-]CCCCC.[CH,CCCCCCC(CCCC)COC(=O)c1ccc(-c2c(C)sc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)c(-c4c[c]([Y])c(-c5sc(C)c[c]5[Y])s4)sc23)s1,CCCCCCC(CCCC)COC(=O)c1ccc(-c2c(C)sc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)c(-c4c[c]([Y])c(-c5sc(C)c[c]5[Y])s4)sc23)s1,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"DCC, DMAP, DCM",4,CCCCCCC(CCCC)COC(=O)C1=CC=C(C2=CSC3=C2SC=C3C4=CC=C(C(=O)OCC(CCCC)CCCCCC)S4)S1.CC.CC.CC.[B].[Na],CCCCCCC(CCCC)COC(=O)c1ccc(-c2csc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)csc23)s1,CCCCCCC(CCCC)COC(=O)c1ccc(-c2csc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)csc23)s1,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"DCC, DMAP, DCM",5,C1=C(C(=O)O)SC(=C1)Br,C1=C(C(=O)O)SC(=C1)Br,O=C(O)c1ccc(Br)s1,ok
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"DCC, DMAP, DCM",6,CCCCCCC(CCCC)COC(=O)C1=CC=C(Br)S1.C.[Mn],CCCCCCC(CCCC)COC(=O)c1ccc(Br)s1,CCCCCCC(CCCC)COC(=O)c1ccc(Br)s1,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"Y=h, PDCTT",7,CCCCCCC(CCCC)COC(=O)C1=CC=C(C2=C(Br)SC3=C2SC(=C3C4=CC=C(C(=O)OCC(CCCC)CCCCCC)S4)Br)S1.C#C.C#C.[B].[Na+].[H-],CCCCCCC(CCCC)COC(=O)c1ccc(-c2c(Br)sc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)c(Br)sc23)s1,CCCCCCC(CCCC)COC(=O)c1ccc(-c2c(Br)sc3c(-c4ccc(C(=O)OCC(CCCC)CCCCCC)s4)c(Br)sc23)s1,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"Y=h, PDCTT",8,C1=C(C2=C(C(=CS2)Br)S1)Br,C1=C(C2=C(C(=CS2)Br)S1)Br,Brc1csc2c(Br)csc12,ok
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"Y=h, PDCTT",9,CCCCCCC(COC(=O)C1=CC=C(S1)[Sn](C)(C)C)C(C)CC.[Na],CCCCCCC(COC(=O)c1cc[c]([Sn]([CH3])([CH3])[CH3])s1)C(C)CC,CCCCCCC(COC(=O)c1cc[c]([Sn]([CH3])([CH3])[CH3])s1)C(C)CC,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_2_img_1_0.jpg,"Y=h, PDCTT",10,CCCCCCC(CCCC)COC(=O)C1=C(C)SC2=C1SC(=C2C(=O)OCC(CCCC)CCCCCC)C3=CC(=C(C4=C(C=C(C)S4)[Y])S3)[Y].CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CC.CCC.CC.CCC.CC.CC.CCC.CCC.CCC.CCC.CCC.CC.CC.CCC.CCC.CCC.CC.CCC.CCC.CCC.CCC.CCC.CCC.CCC.CC.CCCC.CC.CC.CCC.CCC.CCC.CCC,CCCCCCC(CCCC)COC(=O)c1c(C)sc2c(C(=O)OCC(CCCC)CCCCCC)c(-c3c[c]([Y])c(-c4sc(C)c[c]4[Y])s3)sc12,CCCCCCC(CCCC)COC(=O)c1c(C)sc2c(C(=O)OCC(CCCC)CCCCCC)c(-c3c[c]([Y])c(-c4sc(C)c[c]4[Y])s3)sc12,fragment_cleaned
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_1_c.jpg,PDCTT,1,CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCCC#CC#CC#CCC,CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCCC#CC#CC#CCC,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_b.jpg,PDCTT2T,1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_b.jpg,PDCTT2T,2,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_b.jpg,PDCTT2T-F,3,CC(C)(C)OC(=O)N(C)CCN(CCN(CCN(CCN(CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)CC(=O)OC(C)(C)C)CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCCC,COC(=O)N(C)CCN(CCN(CCN(CCN(CC(=O)OC)CC(=O)OC)CC(=O)OC)CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCCC),,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_b.jpg,PDCTT2T-F,4,CC1=CC(=C(C)C(=C1)C)C2=C(C)C=C(C3=C(C)C=C(C4=CC=C(C5=CC(=C(C6=CC(=C(C7=CC(=C(C8=CC(=C(C9=C(C)C=C(C)C=C9C)C(=C8C)C)C%10=C(C)C=C(C)C=C%10C)C(=C7C)C)C)C(=C6C)C)C)C(=C4C)C%11=C(C)C=C(C)C=C%11C)C)C(=C5C)C%12=C(C)C=C(C)C=C%12C)C(=C3C)C%13=C(C)C=C(C)C=C%13C)C(=C2C)C.C(=[Mo]=O)=O.C(=[Mo]=O)=O,CC1=C(c2c(C)cc(C)cc2C)c2ccc(-c3cc(C)c(-c4cc(C)c(-c5cc(C)cc(C)c5C)c(C)c4C)c(C)c3-c3c(C)cc(C)cc3C)c(C)c(-c3c(C)cc(C)cc3C)c(-c3cc(C)c(-c4cc(C)c(-c5cc(-c6c(C)cc(C)cc6C)c(-c6c(C)cc(C)cc6C)c(C)c5C)c(C)c4C)c(C)c3C)c(C)cc21,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_a.jpg,PDCTTZT,1,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCC,CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_a.jpg,PDCTT2T-F,2,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_a.jpg,PDCTT2T-F,3,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_5_img_2_a.jpg,PDCTTZT,4,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)C(C)(C)CC(C)(C)C2=CC=C(C=C2)C(C)(C)CC(C)(C)C3=CC=C(C=C3)C(C)(C)CC(C)(C)C4=CC=C(C=C4)C(C)(C)CC(C)(C)C5=CC=C(C=C5)C(C)(C)CC(C)(C)C6=CC=C(C=C6)C(C)(C)CC(C)(C)C7=CC=C(C=C7)C(C)(C)CC(C)(C)C8=CC=C(C=C8)C(C)(C)CC(C)(C)C9=CC=C(C=C9)C(C)(C)CC(C)(C)C%10=CC=C(C=C%10)C(C)(C)CC(C)(C)C%,CCC1=CC=C(C=C1)CC2=CC=C(C=C2)CC3=CC=C(C=C3)CC4=CC=C(C=C4)CC5=CC=C(C=C5)CC6=CC=C(C=C6)CC7=CC=C(C=C7)CC8=CC=C(C=C8)CC9=CC=C(C=C9)CC%10=CC=C(C=C%10)CC%,,invalid
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_6_img_1_b.jpg,,1,C1=C[C@@]2([2H])[C@@H]3C=C[C@@]4([2H])[C@@H]5C=C[C@@]([2H])([C@@H]6C=C[C@@]([2H])([C@@H]56)O4)[C@H]3[C@@H]1O2,C1=C[C@@]2([2H])[C@@H]3C=C[C@@]4([2H])[C@@H]5C=C[C@@]([2H])([C@@H]6C=C[C@@]([2H])([C@@H]56)O4)[C@H]3[C@@H]1O2,[2H][C@]12C=C[C@@H]3[C@H]4[C@H]1C=C[C@]4([2H])O[C@@]3([2H])C=C[C@@H]1[C@@H]2[C@H]2C=C[C@]1([2H])O2,ok
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_6_img_1_a.jpg,,1,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,O=C(c1ccccc1)c1ccccc1,ok
425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/425_improving-mobility-stretchability-properties-of-polythiophene-derivatives-through-ester-substituted-biaxially-extended/images_folder/page_8_img_1_0.jpg,,1,CCCCCCCCCCC(CCCCCCCC)COC(=O)C1=C(C)SC2=C1SC(=C2C(=O)OCC(CCCCCCCC)CCCCCCCCC)C3=CC(=C(C4=C(C)C=C(C5=C(C6=C(C(=C(C7=CC(=C(C8=C(C)C=C(C)S8)S7)C)S6)C(=O)OCC(CCCCCCCC)CCCCCCCC)S5)C(=O)OCC(CCCCCCCC)CCCCCCCC)S4)S3)C,CCCCCCCCCCC(CCCCCCCC)COC(=O)C1=C(C)SC2=C1SC(=C2C(=O)OCC(CCCCCCCC)CCCCCCCCC)C3=CC(=C(C4=C(C)C=C(C5=C(C6=C(C(=C(C7=CC(=C(C8=C(C)C=C(C)S8)S7)C)S6)C(=O)OCC(CCCCCCCC)CCCCCCCC)S5)C(=O)OCC(CCCCCCCC)CCCCCCCC)S4)S3)C,CCCCCCCCCCC(CCCCCCCC)COC(=O)c1c(C)sc2c(C(=O)OCC(CCCCCCCC)CCCCCCCCC)c(-c3cc(C)c(-c4sc(-c5sc6c(C(=O)OCC(CCCCCCCC)CCCCCCCC)c(-c7cc(C)c(-c8sc(C)cc8C)s7)sc6c5C(=O)OCC(CCCCCCCC)CCCCCCCC)cc4C)s3)sc12,ok
