polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name,backbone_name_text,sidechain_name_text,paper_id,confidence_text,paper_name,paper_key_display,paper_id_display,polymer_name_norm,confidence_text_norm,backbone_smiles_text,parse_source,parse_confidence,sidechain_smiles_list_text,sidechain_parse_source,sidechain_cleaned_name,sidechain_parse_success,sidechain_smiles_text,repeat_unit_smiles_full,backbone_smiles,sidechain_smiles_list,source_priority,image_candidate_smiles,matching_decision,candidate_score,match_mode,confidence,final_confidence,decision_note,needs_manual_review
p1,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,hexanyl chain substituted carbazole (CZ-1),alkyl,hexanyl,,OFET,electronic,,,17.6 kDa,,2.2,0.22 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 140 ◦C,spin-coating,chloroform,,,BG-BC configuration,well-interconnected nanocrystalline grains,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,hexanylchainsubstitutedcarbazolecz-1,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p1,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,hexanylchainsubstitutedcarbazolecz-1-yl,False,,CCCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCCCn2cc(C)c(=O)[nH]c2=O)s1,,[],image_pool,CCCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCCCn2cc(C)c(=O)[nH]c2=O)s1,image_pool_match,3.8200000000000003,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p1,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,hexanyl chain substituted carbazole (CZ-1),alkyl,hexanyl,,OFET,electronic,,,17.6 kDa,,2.2,0.23 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 180 ◦C,spin-coating,chloroform,,,BG-BC configuration,slightly smoother morphology,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,hexanylchainsubstitutedcarbazolecz-1,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p1,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,hexanylchainsubstitutedcarbazolecz-1-yl,False,,CCCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCCCn2cc(C)c(=O)[nH]c2=O)s1,,[],image_pool,CCCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(C)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc3c(c2)c2cc(C)ccc2n3CCCCCCn2cc(C)c(=O)[nH]c2=O)s1,image_pool_match,3.8200000000000003,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p2,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,pentane thymine substituted carbazole (CZ-2),thymine,pentane thymine,hydrogen bonding,OFET,electronic,,,21.2 kDa,,2.8,0.26 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 50 ◦C,spin-coating,chloroform,,,BG-BC configuration,stronger aggregation,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,pentanethyminesubstitutedcarbazolecz-2,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p2,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,pentanethyminesubstitutedcarbazolecz-2-yl,False,,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,,[],image_pool,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,image_pool_match,2.58,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p2,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,pentane thymine substituted carbazole (CZ-2),thymine,pentane thymine,hydrogen bonding,OFET,electronic,,,21.2 kDa,,2.8,0.83 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 100 ◦C,spin-coating,chloroform,,,BG-BC configuration,long-range ordering packing,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,pentanethyminesubstitutedcarbazolecz-2,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p2,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,pentanethyminesubstitutedcarbazolecz-2-yl,False,,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,,[],image_pool,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,image_pool_match,2.58,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p2,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,pentane thymine substituted carbazole (CZ-2),thymine,pentane thymine,hydrogen bonding,OFET,electronic,,,21.2 kDa,,2.8,1.11 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 140 ◦C,spin-coating,chloroform,,,BG-BC configuration,long-range ordering packing,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,pentanethyminesubstitutedcarbazolecz-2,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p2,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,pentanethyminesubstitutedcarbazolecz-2-yl,False,,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,,[],image_pool,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,image_pool_match,2.58,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p2,carbazole and diketopyrrolopyrrole (DPP) alternating donor-acceptor backbone,pentane thymine substituted carbazole (CZ-2),thymine,pentane thymine,hydrogen bonding,OFET,electronic,,,21.2 kDa,,2.8,1.32 cm2 V−1 s−1,,,,,,,,semi-crystalline,0.339 nm,1.056 nm,annealed at 180 ◦C,spin-coating,chloroform,,,BG-BC configuration,long-range ordering packing,433_1-s2.0-S0143720822004879-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/433_1-s2.0-S0143720822004879-main/433_1-s2.0-S0143720822004879-main/pdf/433_1-s2.0-S0143720822004879-main.txt,text_mining_GPT_extended,carbazole and diketopyrrolopyrrole (dpp) alternating donor-acceptor backbone,pentanethyminesubstitutedcarbazolecz-2,433,,,433_1-s2.0-S0143720822004879-main.txt,433,p2,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,pentanethyminesubstitutedcarbazolecz-2-yl,False,,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,,[],image_pool,CC1=CC(=C2C(C)=C(c3cc(C)c(C)c(C)c3)C3=C2C(C)=C(C)C3=O)C(C)=C1C,image_pool_match,2.58,exact_name,medium,0.7,image candidate selected; image_pool_match,0
pg3tz-2-dpp,thiazole-flanked diketopyrrolopyrrole,triethylene glycol side chains,glycolated,EG3,water swelling and ionic transport,OECT,mixed ionic-electronic,,,21.5 kg mol−1,,2.22,,0.058 ± 0.071 cm2 V−1 s−1,243.6 ± 18.2 F cm−3,14.2 ± 0.9 F cm−1 V−1 s−1,,,,,semi-crystalline,3.53 Å,,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,higher trap states,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,tric2eneglycolsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg3tz-2-dpp,unknown,,TEXT_FALLBACK,low,['CC'],ALKYL_LENGTH,triethylenethoxyethyllycol s-yl,True,CC,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,['CC'],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,image_pool_match,2.6,paper_only,medium,0.7,image candidate selected; sidechain inferred; image_pool_match,0
pg3tz-5-dpp,thiazole-flanked diketopyrrolopyrrole,triethylene glycol side chains,glycolated,EG3,water swelling and ionic transport,OECT,mixed ionic-electronic,,,21.7 kg mol−1,,2.22,,0.091 ± 0.037 cm2 V−1 s−1,246.5 ± 9.8 F cm−3,22.4 ± 1.7 F cm−1 V−1 s−1,,,,,semi-crystalline,3.49 Å,16.3 Å,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,edge-on orientation,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,tric2eneglycolsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg3tz-5-dpp,unknown,,TEXT_FALLBACK,low,['CC'],ALKYL_LENGTH,triethylenethoxyethyllycol s-yl,True,CC,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,['CC'],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,image_pool_match,2.6,paper_only,medium,0.7,image candidate selected; sidechain inferred; image_pool_match,0
pg4tz-5-dpp,thiazole-flanked diketopyrrolopyrrole,glycolated side chains,glycolated,EG4,water swelling and ionic transport,OECT,mixed ionic-electronic,,,20.4 kg mol−1,,2.37,,0.186 ± 0.032 cm2 V−1 s−1,253.2 ± 9.6 F cm−3,47.2 ± 2.1 F cm−1 V−1 s−1,,,,,semi-crystalline,3.463.48 Å,19.1 Å,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,bimodal orientation,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,glycolatedsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg4tz-5-dpp,unknown,,TEXT_FALLBACK,low,[],,glycolatedsidechains,False,,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,[],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,no_image_match;image_pool_match,2.02,exact_name,medium,0.7,image candidate selected; no_image_match;image_pool_match,0
pg5tz-5-dpp,thiazole-flanked diketopyrrolopyrrole,glycolated side chains,glycolated,EG5,water swelling and ionic transport,OECT,mixed ionic-electronic,,,24.1 kg mol−1,,2.26,,0.380 ± 0.01 cm2 V−1 s−1,243.3 ± 1.5 F cm−3,92.5 ± 3.8 F cm−1 V−1 s−1,,,,,semi-crystalline,3.463.48 Å,22.8 Å,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,face-on preferential alignment,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,glycolatedsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg5tz-5-dpp,unknown,,TEXT_FALLBACK,low,[],,glycolatedsidechains,False,,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,[],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,image_pool_match,2.6,paper_only,medium,0.7,image candidate selected; image_pool_match,0
pg6tz-5-dpp,thiazole-flanked diketopyrrolopyrrole,glycolated side chains,glycolated,EG6,water swelling and ionic transport,OECT,mixed ionic-electronic,,,20.2 kg mol−1,,2.36,,0.096 ± 0.034 cm2 V−1 s−1,246.2 ± 9.0 F cm−3,23.6 ± 1.3 F cm−1 V−1 s−1,,,,,semi-crystalline,,,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,glycolatedsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg6tz-5-dpp,unknown,,TEXT_FALLBACK,low,[],,glycolatedsidechains,False,,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,[],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,image_pool_match,2.6,paper_only,medium,0.7,image candidate selected; image_pool_match,0
pg7tz-5-dpp,thiazole-flanked diketopyrrolopyrrole,glycolated side chains,glycolated,EG7,water swelling and ionic transport,OECT,mixed ionic-electronic,,,22.5 kg mol−1,,2.30,,0.066 ± 0.022 cm2 V−1 s−1,252.8 ± 6.0 F cm−3,16.6 ± 1.9 F cm−1 V−1 s−1,,,,,semi-crystalline,3.463.48 Å,26.7 Å,0.1 M NaCl aqueous,,,,0.1 M NaCl aqueous,OECT with Ag/AgCl pellet gate,face-on orientation,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers/pdf/471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,text_mining_GPT_extended,thiazole-flanked diketopyrrolopyrrole,glycolatedsidechains,471,,,471_Angew Chem Int Ed - 2025 - Ma - Regiochemistry and Side%E2%80%90Chain Engineering Enable Efficient N%E2%80%90Type Mixed Conducting Polymers.txt,471,pg7tz-5-dpp,unknown,,TEXT_FALLBACK,low,[],,glycolatedsidechains,False,,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,,[],image_pool,COCCN1C(=O)C2=C(c3ncc(C)s3)N(CCOC)C(=O)C2=C1c1ncc(C)s1,image_pool_match,2.6,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(2gndi-t2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (NDI-T2)",branched oligoether side chains containing 3 oxygen atoms in each branch,oligoether,3 oxygen atoms per branch,modulate swelling and water uptake,OMIEC,mixed ionic-electronic,77 nm,,49.9 kDa,,2.81,,,,,,,,,semi-crystalline,,2.80 nm,0.1 mol L−1 NaCl,,,,0.1 mol L−1 NaCl,three-electrode electrochemical cell (Ag/AgCl),moderate expansion,453_1-s2.0-S0927796X2500021X-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/453_1-s2.0-S0927796X2500021X-main/453_1-s2.0-S0927796X2500021X-main/pdf/453_1-s2.0-S0927796X2500021X-main.txt,text_mining_GPT_extended,"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (ndi-t2)",branchedoligoethersidechainscontaining3oxygenatomsineachbranch,453,,,453_1-s2.0-S0927796X2500021X-main.txt,453,p(2gndi-t2),unknown,,TEXT_FALLBACK,low,[],DECODER,branchedoligoethersidechainscontaining3oxygenatomsineachbranch,False,,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,,[],image_pool,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,image_pool_match,3.6799999999999997,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(3gndi-t2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (NDI-T2)",branched oligoether side chains containing 4 oxygen atoms in each branch,oligoether,4 oxygen atoms per branch,modulate swelling and water uptake,OMIEC,mixed ionic-electronic,79.9 nm,,40.7 kDa,,1.79,,,,,,,,,amorphous,,,0.1 mol L−1 NaCl,,,,0.1 mol L−1 NaCl,three-electrode electrochemical cell (Ag/AgCl),complete disordering of the crystals,453_1-s2.0-S0927796X2500021X-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/453_1-s2.0-S0927796X2500021X-main/453_1-s2.0-S0927796X2500021X-main/pdf/453_1-s2.0-S0927796X2500021X-main.txt,text_mining_GPT_extended,"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (ndi-t2)",branchedoligoethersidechainscontaining4oxygenatomsineachbranch,453,,,453_1-s2.0-S0927796X2500021X-main.txt,453,p(3gndi-t2),unknown,,TEXT_FALLBACK,low,[],DECODER,branchedoligoethersidechainscontaining4oxygenatomsineachbranch,False,,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,,[],image_pool,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,image_pool_match,3.6799999999999997,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(2gndi-t2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (NDI-T2)",branched oligoether side chains containing 3 oxygen atoms in each branch,oligoether,3 oxygen atoms per branch,modulate swelling and water uptake,OMIEC,mixed ionic-electronic,60.3 nm,,49.9 kDa,,2.81,,,,,,,,,semi-crystalline,,2.67 nm,5 mol L−1 NaCl (doped),,,,5 mol L−1 NaCl,three-electrode electrochemical cell (Ag/AgCl),minimal expansion,453_1-s2.0-S0927796X2500021X-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/453_1-s2.0-S0927796X2500021X-main/453_1-s2.0-S0927796X2500021X-main/pdf/453_1-s2.0-S0927796X2500021X-main.txt,text_mining_GPT_extended,"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (ndi-t2)",branchedoligoethersidechainscontaining3oxygenatomsineachbranch,453,,,453_1-s2.0-S0927796X2500021X-main.txt,453,p(2gndi-t2),unknown,,TEXT_FALLBACK,low,[],DECODER,branchedoligoethersidechainscontaining3oxygenatomsineachbranch,False,,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,,[],image_pool,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,image_pool_match,3.6799999999999997,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(3gndi-t2),"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (NDI-T2)",branched oligoether side chains containing 4 oxygen atoms in each branch,oligoether,4 oxygen atoms per branch,modulate swelling and water uptake,OMIEC,mixed ionic-electronic,57.6 nm,,40.7 kDa,,1.79,,,,,,,,,semi-crystalline,,2.88 nm,5 mol L−1 NaCl (doped),,,,5 mol L−1 NaCl,three-electrode electrochemical cell (Ag/AgCl),lamella contracted by 4%,453_1-s2.0-S0927796X2500021X-main.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/453_1-s2.0-S0927796X2500021X-main/453_1-s2.0-S0927796X2500021X-main/pdf/453_1-s2.0-S0927796X2500021X-main.txt,text_mining_GPT_extended,"naphthalene-1,4,5,8-tetracarboxylic-diimide-bithiophene (ndi-t2)",branchedoligoethersidechainscontaining4oxygenatomsineachbranch,453,,,453_1-s2.0-S0927796X2500021X-main.txt,453,p(3gndi-t2),unknown,,TEXT_FALLBACK,low,[],DECODER,branchedoligoethersidechainscontaining4oxygenatomsineachbranch,False,,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,,[],image_pool,COCCOCCOCCOCC(COCCOCCOCCOC)CN1C(=O)c2cc(-c3ccc(-c4ccc(C)s4)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(COCCOCCOCCOC)COCCOCCOCCOC)C3=O,image_pool_match,3.6799999999999997,paper_only,medium,0.7,image candidate selected; image_pool_match,0
